epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,5049.87,1.01451,0.49373,0.99029,0.97964,0.9761,0.98213,0.75199,0.27217,0.11911,0.33127,0.00366899,0.00366899,0.00366899
179,5076.13,1.03715,0.51967,0.99601,0.98364,0.98008,0.98485,0.75413,0.27134,0.11922,0.33106,0.00361929,0.00361929,0.00361929
180,5102.4,1.02213,0.5065,0.99527,0.98365,0.98008,0.98487,0.75195,0.27108,0.11889,0.33102,0.00356975,0.00356975,0.00356975
181,5128.39,1.01564,0.50976,0.99527,0.98365,0.98008,0.98499,0.7546,0.27062,0.11877,0.33083,0.00352037,0.00352037,0.00352037
182,5154.18,1.0083,0.50024,0.97737,0.98364,0.98008,0.98493,0.75428,0.26997,0.11818,0.33049,0.00347115,0.00347115,0.00347115
183,5179.05,0.92239,0.43813,0.90335,0.98363,0.98008,0.98479,0.75294,0.26934,0.11771,0.33026,0.00342211,0.00342211,0.00342211
184,5208.29,0.94718,0.44698,0.9368,0.98362,0.98008,0.98475,0.75375,0.26912,0.11735,0.33033,0.00337325,0.00337325,0.00337325
185,5237.5,0.99734,0.47057,1.01367,0.98361,0.98008,0.98448,0.75317,0.26831,0.11707,0.33012,0.00332457,0.00332457,0.00332457
186,5266.63,0.98558,0.46262,0.95847,0.98368,0.98008,0.98466,0.75688,0.26781,0.11736,0.33004,0.00327608,0.00327608,0.00327608
187,5294.37,0.96494,0.4988,0.96861,0.97968,0.9761,0.98256,0.75767,0.26742,0.11716,0.32981,0.00322778,0.00322778,0.00322778
188,5320.08,0.97365,0.45488,0.99066,0.98359,0.98008,0.98477,0.75755,0.26718,0.11719,0.32972,0.00317969,0.00317969,0.00317969
189,5346.09,1.02961,0.50679,0.99557,0.98359,0.98008,0.98483,0.75815,0.26744,0.11744,0.32954,0.0031318,0.0031318,0.0031318
190,5371.37,0.98988,0.48359,0.99591,0.97968,0.9761,0.98277,0.75834,0.26671,0.11698,0.32938,0.00308412,0.00308412,0.00308412
191,5396.86,1.05889,0.47435,1.02485,0.97958,0.9761,0.98286,0.75773,0.26595,0.11687,0.32916,0.00303665,0.00303665,0.00303665
192,5422.49,0.99288,0.4843,0.99438,0.97967,0.9761,0.98316,0.76086,0.26555,0.11678,0.32906,0.00298941,0.00298941,0.00298941
193,5445.76,0.90333,0.4202,0.90645,0.97967,0.9761,0.98313,0.76207,0.2654,0.11584,0.32892,0.00294239,0.00294239,0.00294239
194,5468.36,1.0146,0.47317,1.01906,0.97953,0.9761,0.98316,0.7619,0.26561,0.11629,0.32887,0.00289561,0.00289561,0.00289561
195,5490.41,0.97538,0.46641,0.98345,0.97965,0.9761,0.98339,0.76101,0.26517,0.11585,0.32895,0.00284906,0.00284906,0.00284906
196,5512.83,0.98605,0.47419,0.98924,0.97965,0.9761,0.98329,0.76306,0.2648,0.11552,0.32878,0.00280275,0.00280275,0.00280275
197,5534.98,1.04361,0.48122,1.05388,0.97964,0.9761,0.98343,0.76255,0.26449,0.11574,0.32871,0.00275668,0.00275668,0.00275668
198,5557.56,1.02311,0.51279,1.02935,0.98364,0.98008,0.98558,0.76296,0.2645,0.11604,0.32861,0.00271087,0.00271087,0.00271087
199,5580.45,1.01209,0.48634,0.99179,0.97964,0.9761,0.98365,0.76445,0.26365,0.11655,0.32828,0.00266532,0.00266532,0.00266532
200,5603.77,0.9682,0.46634,0.97897,0.97964,0.9761,0.98381,0.76435,0.26363,0.11659,0.32831,0.00262003,0.00262003,0.00262003
201,5626.5,1.02278,0.49215,1.00802,0.98364,0.98008,0.98595,0.76622,0.26304,0.1164,0.32805,0.002575,0.002575,0.002575
202,5649.76,0.9379,0.4572,0.95206,0.98363,0.98008,0.98587,0.76761,0.26249,0.11621,0.32782,0.00253024,0.00253024,0.00253024
203,5674.86,1.00279,0.47411,0.98393,0.98362,0.98008,0.98594,0.76913,0.26243,0.11607,0.32769,0.00248577,0.00248577,0.00248577
204,5700.58,0.97986,0.47282,0.95531,0.98362,0.98008,0.98612,0.76886,0.26236,0.1164,0.32766,0.00244157,0.00244157,0.00244157
205,5726.64,0.86005,0.4413,0.92844,0.98361,0.98008,0.98612,0.76813,0.26181,0.11655,0.32748,0.00239766,0.00239766,0.00239766
206,5751.75,0.94833,0.46941,0.9892,0.98361,0.98008,0.98609,0.76979,0.26184,0.11636,0.3273,0.00235404,0.00235404,0.00235404
207,5776.61,0.89756,0.43548,0.95668,0.9836,0.98008,0.98619,0.76924,0.26167,0.11608,0.32736,0.00231071,0.00231071,0.00231071
208,5801.88,0.9935,0.48944,1.00424,0.9796,0.9761,0.98437,0.76984,0.26165,0.11613,0.32731,0.00226769,0.00226769,0.00226769
209,5831.31,0.9952,0.47621,1.0217,0.9796,0.9761,0.9844,0.77121,0.26123,0.11608,0.32723,0.00222497,0.00222497,0.00222497
210,5859.8,1.01027,0.46816,0.99824,0.9796,0.9761,0.98458,0.77167,0.26074,0.11594,0.32711,0.00218256,0.00218256,0.00218256
211,5889.08,0.99209,0.48956,0.98911,0.97961,0.9761,0.98457,0.77126,0.26059,0.11594,0.32707,0.00214046,0.00214046,0.00214046
212,5916.7,0.91362,0.49238,0.94978,0.97961,0.9761,0.9845,0.77248,0.26037,0.11613,0.3269,0.00209869,0.00209869,0.00209869
213,5942.99,0.97185,0.47378,0.99952,0.9796,0.9761,0.98453,0.77413,0.26025,0.11606,0.32686,0.00205723,0.00205723,0.00205723
214,5969,0.87393,0.43602,0.93364,0.9796,0.9761,0.98447,0.77394,0.26003,0.11579,0.32678,0.00201611,0.00201611,0.00201611
215,5994.91,1.00829,0.48266,0.99507,0.9796,0.9761,0.98442,0.77349,0.26021,0.1159,0.32687,0.00197532,0.00197532,0.00197532
216,6020.58,0.96068,0.45378,0.98058,0.9836,0.98008,0.98629,0.77429,0.26021,0.11564,0.3269,0.00193486,0.00193486,0.00193486
217,6046.82,1.01128,0.4947,1.00148,0.9836,0.98008,0.98612,0.77462,0.26007,0.11592,0.32676,0.00189475,0.00189475,0.00189475
218,6070.56,0.97179,0.46619,1.00379,0.97959,0.9761,0.98431,0.77345,0.26017,0.11553,0.32672,0.00185498,0.00185498,0.00185498
219,6092.85,0.98397,0.48066,0.99286,0.97959,0.9761,0.98418,0.77576,0.25985,0.11551,0.3267,0.00181557,0.00181557,0.00181557
220,6115.47,0.86296,0.4302,0.94384,0.97959,0.9761,0.98421,0.77523,0.25966,0.11559,0.32659,0.00177651,0.00177651,0.00177651
221,6138.52,0.97584,0.45012,1.04163,0.97959,0.9761,0.98417,0.77528,0.25964,0.11523,0.32659,0.0017378,0.0017378,0.0017378
222,6161.57,0.98718,0.50496,1.01277,0.98359,0.98008,0.98588,0.7758,0.25951,0.11548,0.32656,0.00169946,0.00169946,0.00169946
223,6184.55,0.96661,0.46133,1.0157,0.98358,0.98008,0.98573,0.77654,0.25943,0.11515,0.32655,0.00166149,0.00166149,0.00166149
224,6207.69,0.91227,0.47411,0.9669,0.98358,0.98008,0.98584,0.77572,0.25917,0.11517,0.32645,0.00162389,0.00162389,0.00162389
225,6232.94,0.94608,0.44316,0.95771,0.98358,0.98008,0.98568,0.77641,0.25934,0.11519,0.32655,0.00158667,0.00158667,0.00158667
226,6258.96,0.95104,0.45084,0.96508,0.98357,0.98008,0.98562,0.77602,0.25904,0.11512,0.32643,0.00154982,0.00154982,0.00154982
227,6285.72,0.93599,0.45999,0.95891,0.98357,0.98008,0.98558,0.775,0.25869,0.11531,0.32626,0.00151336,0.00151336,0.00151336
228,6311.45,0.94467,0.49105,0.96532,0.98368,0.98008,0.98574,0.77575,0.25836,0.11525,0.32625,0.00147729,0.00147729,0.00147729
229,6339.47,0.94203,0.45574,0.96576,0.98357,0.98008,0.98549,0.77546,0.25844,0.11512,0.32625,0.00144161,0.00144161,0.00144161
230,6370.63,0.8986,0.4613,0.94721,0.98365,0.98008,0.98552,0.77512,0.25793,0.11516,0.3261,0.00140632,0.00140632,0.00140632
231,6400.07,0.83523,0.40254,0.90205,0.98365,0.98008,0.98544,0.77483,0.25786,0.11522,0.32603,0.00137143,0.00137143,0.00137143
232,6432.38,0.87917,0.42827,0.99087,0.98365,0.98008,0.98555,0.7749,0.25787,0.11523,0.32595,0.00133695,0.00133695,0.00133695
233,6461.85,0.84943,0.43106,0.95963,0.98365,0.98008,0.98561,0.77466,0.25769,0.11545,0.32585,0.00130287,0.00130287,0.00130287
234,6491.28,0.94132,0.45287,0.98589,0.98365,0.98008,0.98566,0.7737,0.25744,0.11529,0.32583,0.00126921,0.00126921,0.00126921
235,6517.96,0.9718,0.51615,0.97194,0.98366,0.98008,0.98557,0.77433,0.25712,0.11509,0.32566,0.00123596,0.00123596,0.00123596
236,6544.17,0.96687,0.46394,1.02183,0.98365,0.98008,0.98563,0.77292,0.25745,0.11508,0.32566,0.00120313,0.00120313,0.00120313
237,6569.2,0.87468,0.42391,0.9636,0.98365,0.98008,0.98549,0.77217,0.25718,0.11504,0.32557,0.00117072,0.00117072,0.00117072
238,6595.14,0.9138,0.42972,0.97249,0.98365,0.98008,0.9856,0.77302,0.25699,0.11541,0.32563,0.00113873,0.00113873,0.00113873
239,6617.99,0.90642,0.43946,0.96926,0.98366,0.98008,0.98543,0.77349,0.25734,0.11491,0.32568,0.00110718,0.00110718,0.00110718
240,6640.67,0.86477,0.41329,0.91976,0.98366,0.98008,0.98548,0.77224,0.25709,0.11479,0.32565,0.00107605,0.00107605,0.00107605
241,6663.96,0.87603,0.41024,0.93868,0.98366,0.98008,0.98552,0.77473,0.25652,0.1148,0.3256,0.00104537,0.00104537,0.00104537
242,6686.93,0.84767,0.40929,0.92534,0.98366,0.98008,0.98541,0.77522,0.25656,0.11516,0.32558,0.00101512,0.00101512,0.00101512
243,6709.68,0.82345,0.42905,0.90079,0.98366,0.98008,0.98541,0.77338,0.25677,0.11516,0.32567,0.000985311,0.000985311,0.000985311
244,6732.71,0.88926,0.43611,0.95584,0.98366,0.98008,0.98552,0.77319,0.25684,0.11536,0.32568,0.000955951,0.000955951,0.000955951
245,6755.67,0.92271,0.43468,0.98875,0.98366,0.98008,0.9854,0.77525,0.25651,0.1154,0.32558,0.00092704,0.00092704,0.00092704
246,6778.79,0.84955,0.4227,0.95835,0.98367,0.98008,0.98537,0.77618,0.25635,0.11515,0.32549,0.000898581,0.000898581,0.000898581
247,6801.87,0.87325,0.46505,0.952,0.98366,0.98008,0.98534,0.77615,0.25617,0.11554,0.32541,0.000870577,0.000870577,0.000870577
248,6825.22,1.00114,0.45092,1.01551,0.98366,0.98008,0.98534,0.77567,0.25613,0.11524,0.32538,0.000843031,0.000843031,0.000843031
249,6848.6,0.91594,0.44151,0.96148,0.98366,0.98008,0.98536,0.77695,0.25593,0.11515,0.32534,0.000815947,0.000815947,0.000815947
250,6871.42,0.98541,0.45824,1.00751,0.97966,0.9761,0.98317,0.77465,0.2558,0.11501,0.32531,0.000789327,0.000789327,0.000789327
251,6898.45,0.86543,0.44542,0.93712,0.98367,0.98008,0.98529,0.77856,0.25565,0.11501,0.32518,0.000763174,0.000763174,0.000763174
252,6923.97,0.84939,0.41591,0.95057,0.98366,0.98008,0.98529,0.77877,0.25568,0.11515,0.32515,0.000737492,0.000737492,0.000737492
253,6949.59,0.89155,0.41621,0.97642,0.98367,0.98008,0.98536,0.77821,0.25535,0.11493,0.32507,0.000712282,0.000712282,0.000712282
254,6975.13,0.95009,0.44581,0.96639,0.97967,0.9761,0.98303,0.77898,0.25541,0.11552,0.32506,0.000687548,0.000687548,0.000687548
255,7001.89,0.88667,0.42398,0.97758,0.97967,0.9761,0.98322,0.7792,0.25559,0.11569,0.32512,0.000663292,0.000663292,0.000663292
256,7029.75,0.79427,0.42771,0.91919,0.97967,0.9761,0.98322,0.7793,0.25527,0.11547,0.32511,0.000639518,0.000639518,0.000639518
257,7060.1,0.81695,0.41418,0.92161,0.97967,0.9761,0.98322,0.78005,0.25542,0.11547,0.32502,0.000616227,0.000616227,0.000616227
258,7088.7,0.86042,0.43148,0.96683,0.97967,0.9761,0.98315,0.77965,0.25529,0.11544,0.32504,0.000593422,0.000593422,0.000593422
259,7115.3,0.94388,0.42814,0.98774,0.97967,0.9761,0.98328,0.77931,0.25505,0.11521,0.32502,0.000571106,0.000571106,0.000571106
260,7141,0.92553,0.44507,0.98992,0.97967,0.9761,0.98306,0.77934,0.25482,0.11515,0.3251,0.000549281,0.000549281,0.000549281
261,7165.96,0.87633,0.43354,0.98034,0.97967,0.9761,0.9832,0.77865,0.25432,0.11514,0.32486,0.00052795,0.00052795,0.00052795
262,7191.4,0.88677,0.43053,0.97162,0.97967,0.9761,0.98309,0.78,0.25421,0.11528,0.32471,0.000507115,0.000507115,0.000507115
263,7216.92,0.85719,0.42794,0.93287,0.97967,0.9761,0.98315,0.77895,0.25408,0.11496,0.32472,0.000486777,0.000486777,0.000486777
264,7242.43,0.84401,0.42736,0.93784,0.97967,0.9761,0.98303,0.77941,0.25391,0.11535,0.32472,0.000466941,0.000466941,0.000466941
265,7267.79,0.86395,0.42277,0.95428,0.97967,0.9761,0.98303,0.78013,0.254,0.11511,0.32472,0.000447606,0.000447606,0.000447606
266,7289.75,0.89259,0.41277,0.94968,0.97967,0.9761,0.98302,0.77967,0.25374,0.11494,0.32473,0.000428777,0.000428777,0.000428777
267,7312.53,0.91329,0.42075,0.98113,0.97967,0.9761,0.98292,0.78094,0.25375,0.11493,0.32466,0.000410454,0.000410454,0.000410454
268,7335.52,0.94139,0.44656,1.01186,0.97967,0.9761,0.98306,0.77996,0.25357,0.11489,0.32468,0.00039264,0.00039264,0.00039264
269,7358.29,0.90512,0.42912,0.98561,0.97967,0.9761,0.98293,0.77983,0.25342,0.11476,0.32458,0.000375337,0.000375337,0.000375337
270,7381.52,0.88548,0.42699,0.94216,0.97967,0.9761,0.98289,0.77984,0.25319,0.11475,0.32452,0.000358546,0.000358546,0.000358546
271,7404.85,0.95645,0.43907,1.00955,0.97967,0.9761,0.98286,0.77928,0.25311,0.11436,0.32436,0.00034227,0.00034227,0.00034227
272,7428.42,0.93642,0.46093,1.01252,0.97967,0.9761,0.98288,0.78146,0.25312,0.11451,0.32436,0.00032651,0.00032651,0.00032651
273,7454.47,0.85218,0.44009,0.98001,0.97968,0.9761,0.98288,0.78086,0.25296,0.11424,0.32434,0.000311268,0.000311268,0.000311268
274,7480.05,0.88654,0.44045,0.95306,0.97968,0.9761,0.98286,0.78286,0.25285,0.11401,0.32421,0.000296546,0.000296546,0.000296546
275,7510.25,0.93106,0.45957,0.95182,0.97968,0.9761,0.98282,0.78264,0.25279,0.11422,0.32422,0.000282345,0.000282345,0.000282345
276,7539.28,0.85141,0.41351,0.9551,0.97968,0.9761,0.98293,0.78438,0.25276,0.11424,0.32426,0.000268667,0.000268667,0.000268667
277,7569.08,0.9641,0.43991,1.01215,0.97968,0.9761,0.98305,0.78558,0.25281,0.11424,0.32411,0.000255513,0.000255513,0.000255513
278,7598.29,0.8462,0.41373,0.94984,0.97968,0.9761,0.98285,0.78436,0.25249,0.11399,0.32412,0.000242885,0.000242885,0.000242885
279,7628.6,0.9281,0.4276,0.976,0.97968,0.9761,0.98286,0.78197,0.25237,0.11407,0.324,0.000230784,0.000230784,0.000230784
280,7657.68,0.87002,0.43329,0.9569,0.97967,0.9761,0.98285,0.78387,0.25239,0.11412,0.32398,0.000219212,0.000219212,0.000219212
281,7687.91,0.86896,0.43205,0.95296,0.97968,0.9761,0.98287,0.78273,0.25226,0.11443,0.32402,0.000208169,0.000208169,0.000208169
282,7714.96,0.83683,0.42156,0.94776,0.97968,0.9761,0.98274,0.78236,0.25236,0.11437,0.32397,0.000197658,0.000197658,0.000197658
283,7740.51,0.84834,0.42598,0.94219,0.97968,0.9761,0.98286,0.78137,0.25239,0.11434,0.32384,0.000187678,0.000187678,0.000187678
284,7764.93,0.94141,0.43789,0.9774,0.97968,0.9761,0.98273,0.78169,0.25211,0.11434,0.32371,0.000178232,0.000178232,0.000178232
285,7787.05,0.8418,0.41135,0.96965,0.97967,0.9761,0.98271,0.78207,0.25182,0.1145,0.32376,0.00016932,0.00016932,0.00016932
286,7808.98,0.88321,0.4366,0.99295,0.97967,0.9761,0.98275,0.7827,0.25232,0.11451,0.32376,0.000160943,0.000160943,0.000160943
287,7831.88,0.88873,0.43041,0.97086,0.97968,0.9761,0.98395,0.78267,0.25204,0.11443,0.32373,0.000153102,0.000153102,0.000153102
288,7854.62,0.81616,0.39335,0.93481,0.97968,0.9761,0.98396,0.78361,0.25189,0.1144,0.32373,0.000145798,0.000145798,0.000145798
289,7877.94,0.87637,0.44052,0.98029,0.97968,0.9761,0.98394,0.78328,0.25165,0.11439,0.32357,0.000139032,0.000139032,0.000139032
290,7901.38,0.8367,0.4191,0.97916,0.97968,0.9761,0.98394,0.78286,0.25173,0.11438,0.32372,0.000132805,0.000132805,0.000132805
291,7926.56,0.8694,0.42664,1.01345,0.97967,0.9761,0.98398,0.78348,0.25182,0.11447,0.32368,0.000127117,0.000127117,0.000127117
292,7950.59,0.84877,0.37954,1.00971,0.97967,0.9761,0.98389,0.78474,0.25146,0.11428,0.32372,0.000121968,0.000121968,0.000121968
293,7973.9,0.79874,0.37389,0.95946,0.97968,0.9761,0.98382,0.78421,0.25135,0.11427,0.32369,0.00011736,0.00011736,0.00011736
294,7998.39,0.81455,0.37364,0.95673,0.97968,0.9761,0.98378,0.78494,0.25141,0.11426,0.32381,0.000113293,0.000113293,0.000113293
295,8022.02,0.76437,0.36013,0.9471,0.97968,0.9761,0.98376,0.78524,0.2508,0.11398,0.32345,0.000109768,0.000109768,0.000109768
296,8047.18,0.77687,0.37183,0.96824,0.97968,0.9761,0.98362,0.78306,0.2511,0.11412,0.32365,0.000106784,0.000106784,0.000106784
297,8072.81,0.78793,0.36127,0.9493,0.97968,0.9761,0.98362,0.78489,0.25078,0.11414,0.32355,0.000104342,0.000104342,0.000104342
298,8098.23,0.79073,0.36615,0.96639,0.97968,0.9761,0.98368,0.78426,0.25086,0.11402,0.32354,0.000102443,0.000102443,0.000102443
299,8123.05,0.77469,0.37259,0.94513,0.97968,0.9761,0.98366,0.78527,0.25093,0.11396,0.32354,0.000101086,0.000101086,0.000101086
300,8147.71,0.76424,0.4126,0.9542,0.97968,0.9761,0.98358,0.78526,0.25063,0.1142,0.32355,0.000100271,0.000100271,0.000100271
