epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,8233.88,0.84124,0.38884,1.06853,0.98076,0.99131,0.99414,0.8138,0.72854,0.30367,1.03132,0.00356975,0.00356975,0.00356975
181,8281.66,0.81128,0.37639,1.04214,0.98105,0.99131,0.99414,0.81355,0.72763,0.30337,1.03075,0.00352037,0.00352037,0.00352037
182,8328.67,0.84245,0.38424,1.07877,0.9808,0.99131,0.99413,0.81349,0.72664,0.30283,1.03019,0.00347115,0.00347115,0.00347115
183,8376.06,0.80598,0.37465,1.05498,0.97962,0.99144,0.99413,0.81359,0.72562,0.30289,1.02981,0.00342211,0.00342211,0.00342211
184,8423.1,0.80608,0.3737,1.0457,0.97928,0.99131,0.99414,0.81445,0.72485,0.30263,1.02948,0.00337325,0.00337325,0.00337325
185,8470.54,0.80632,0.36884,1.0457,0.97881,0.99131,0.99414,0.81445,0.72414,0.30184,1.02901,0.00332457,0.00332457,0.00332457
186,8517.7,0.81478,0.37305,1.04772,0.9786,0.99131,0.99414,0.81556,0.72269,0.30192,1.02862,0.00327608,0.00327608,0.00327608
187,8565.29,0.80978,0.36829,1.06409,0.97864,0.99131,0.99416,0.81594,0.72161,0.30174,1.02799,0.00322778,0.00322778,0.00322778
188,8613.01,0.83077,0.37818,1.06571,0.97872,0.99131,0.99413,0.81665,0.72061,0.30138,1.02751,0.00317969,0.00317969,0.00317969
189,8659.7,0.81163,0.36867,1.05186,0.97858,0.99187,0.99416,0.81651,0.7196,0.30134,1.02696,0.0031318,0.0031318,0.0031318
190,8706.66,0.79365,0.37065,1.0524,0.9789,0.99131,0.99416,0.81611,0.71876,0.30039,1.0264,0.00308412,0.00308412,0.00308412
191,8754.03,0.80458,0.37141,1.05155,0.98079,0.99023,0.99416,0.81697,0.71781,0.3003,1.02601,0.00303665,0.00303665,0.00303665
192,8801.02,0.7818,0.36795,1.04009,0.97758,0.99441,0.99417,0.81739,0.71681,0.2998,1.02546,0.00298941,0.00298941,0.00298941
193,8847.29,0.79082,0.35979,1.04502,0.97758,0.99441,0.99417,0.81816,0.71583,0.29988,1.02487,0.00294239,0.00294239,0.00294239
194,8894.61,0.76906,0.3572,1.02518,0.97759,0.99455,0.99418,0.8193,0.71476,0.29982,1.02429,0.00289561,0.00289561,0.00289561
195,8941.38,0.78334,0.35974,1.03403,0.97759,0.99456,0.99419,0.81999,0.71385,0.29967,1.02378,0.00284906,0.00284906,0.00284906
196,8988.96,0.79346,0.36922,1.04689,0.97759,0.99455,0.99417,0.81965,0.71282,0.2995,1.02326,0.00280275,0.00280275,0.00280275
197,9036.44,0.7643,0.35877,1.02562,0.97759,0.99453,0.99419,0.81904,0.7122,0.29967,1.02303,0.00275668,0.00275668,0.00275668
198,9083.6,0.79219,0.36105,1.04128,0.98171,0.99094,0.9942,0.82039,0.71114,0.29973,1.02256,0.00271087,0.00271087,0.00271087
199,9130.98,0.78182,0.36747,1.04736,0.98171,0.99094,0.9942,0.82042,0.71001,0.29907,1.02209,0.00266532,0.00266532,0.00266532
200,9178.21,0.77494,0.35195,1.03472,0.98171,0.9909,0.99421,0.82163,0.7092,0.29861,1.02159,0.00262003,0.00262003,0.00262003
201,9225.25,0.78141,0.35738,1.03249,0.98171,0.99076,0.99422,0.82198,0.70899,0.29863,1.02132,0.002575,0.002575,0.002575
202,9272.51,0.75767,0.34624,1.02038,0.98171,0.99052,0.99421,0.82184,0.70821,0.29833,1.02063,0.00253024,0.00253024,0.00253024
203,9319.28,0.77615,0.34772,1.03849,0.98178,0.99023,0.99424,0.82238,0.7076,0.29821,1.02034,0.00248577,0.00248577,0.00248577
204,9366.74,0.78155,0.35641,1.02853,0.98194,0.99023,0.99422,0.82201,0.70663,0.2974,1.01967,0.00244157,0.00244157,0.00244157
205,9414.26,0.77876,0.35141,1.04079,0.98277,0.9907,0.99422,0.82208,0.70609,0.297,1.0195,0.00239766,0.00239766,0.00239766
206,9461.2,0.79423,0.35101,1.04259,0.97742,0.99566,0.99421,0.82332,0.70464,0.29666,1.01892,0.00235404,0.00235404,0.00235404
207,9508.39,0.77571,0.35696,1.04069,0.97738,0.99566,0.99421,0.82365,0.70407,0.29607,1.0185,0.00231071,0.00231071,0.00231071
208,9555.88,0.77029,0.34349,1.03365,0.97738,0.99566,0.99421,0.82412,0.70333,0.29581,1.01817,0.00226769,0.00226769,0.00226769
209,9602.81,0.79331,0.35479,1.04979,0.98172,0.99124,0.99425,0.82447,0.70231,0.29512,1.01749,0.00222497,0.00222497,0.00222497
210,9649.7,0.77067,0.34025,1.02696,0.98172,0.99102,0.99419,0.82435,0.70204,0.29513,1.01722,0.00218256,0.00218256,0.00218256
211,9696.71,0.75991,0.35149,1.01654,0.98173,0.99159,0.99425,0.82375,0.70111,0.29433,1.01663,0.00214046,0.00214046,0.00214046
212,9744.08,0.76097,0.34647,1.03562,0.98173,0.99199,0.99423,0.82469,0.70057,0.29407,1.01622,0.00209869,0.00209869,0.00209869
213,9791.89,0.74933,0.33823,1.03114,0.98173,0.99209,0.99424,0.82512,0.6997,0.29429,1.01582,0.00205723,0.00205723,0.00205723
214,9838.75,0.75754,0.34589,1.018,0.98173,0.99207,0.99425,0.82537,0.69874,0.29432,1.01538,0.00201611,0.00201611,0.00201611
215,9886.05,0.75288,0.34912,1.03457,0.98173,0.99209,0.99425,0.82578,0.6978,0.29349,1.01509,0.00197532,0.00197532,0.00197532
216,9932.91,0.75211,0.33996,1.02263,0.98174,0.99228,0.99424,0.82609,0.69683,0.29292,1.01451,0.00193486,0.00193486,0.00193486
217,9979.86,0.75799,0.34017,1.02387,0.98176,0.99325,0.99424,0.82662,0.69627,0.29289,1.01423,0.00189475,0.00189475,0.00189475
218,10027,0.74165,0.33936,1.012,0.98173,0.99183,0.99425,0.8274,0.69531,0.29288,1.01365,0.00185498,0.00185498,0.00185498
219,10074.2,0.73978,0.3411,1.01781,0.98173,0.99202,0.99424,0.82788,0.69441,0.29207,1.01315,0.00181557,0.00181557,0.00181557
220,10121.9,0.7266,0.3351,0.99879,0.98173,0.99203,0.99424,0.82846,0.6936,0.29245,1.01252,0.00177651,0.00177651,0.00177651
221,10168.9,0.75617,0.33584,1.02805,0.98173,0.99208,0.99427,0.82851,0.69248,0.29229,1.01198,0.0017378,0.0017378,0.0017378
222,10215.9,0.74436,0.33742,1.02838,0.98173,0.99193,0.99423,0.82896,0.69153,0.29194,1.0115,0.00169946,0.00169946,0.00169946
223,10262.9,0.75226,0.34283,1.03154,0.98173,0.99194,0.99425,0.83006,0.69082,0.29185,1.01116,0.00166149,0.00166149,0.00166149
224,10310.7,0.719,0.33049,1.0077,0.98173,0.99193,0.99426,0.83042,0.68999,0.29091,1.01075,0.00162389,0.00162389,0.00162389
225,10357.8,0.73914,0.33607,1.02653,0.98175,0.99287,0.99427,0.82981,0.68904,0.29067,1.01034,0.00158667,0.00158667,0.00158667
226,10404.8,0.72867,0.33086,1.01913,0.98173,0.99349,0.99428,0.83091,0.68804,0.28986,1.00979,0.00154982,0.00154982,0.00154982
227,10452.3,0.73553,0.3282,1.00998,0.98175,0.99311,0.9943,0.83204,0.6875,0.29015,1.00951,0.00151336,0.00151336,0.00151336
228,10499.7,0.73093,0.32897,1.01158,0.98281,0.99343,0.9943,0.83162,0.68679,0.28977,1.00908,0.00147729,0.00147729,0.00147729
229,10546.3,0.7121,0.32923,1.00616,0.9826,0.9924,0.9943,0.83213,0.68595,0.28973,1.00854,0.00144161,0.00144161,0.00144161
230,10593.7,0.70155,0.32821,0.99998,0.9834,0.9924,0.99429,0.83265,0.68556,0.28954,1.00818,0.00140632,0.00140632,0.00140632
231,10640.8,0.70006,0.325,1.00615,0.98324,0.9924,0.99428,0.83225,0.68475,0.28923,1.00781,0.00137143,0.00137143,0.00137143
232,10687.9,0.72423,0.3289,1.00642,0.98338,0.9924,0.99427,0.83293,0.68352,0.28868,1.0071,0.00133695,0.00133695,0.00133695
233,10735,0.72151,0.33544,1.01334,0.99094,0.98371,0.99429,0.83412,0.68273,0.28871,1.0067,0.00130287,0.00130287,0.00130287
234,10781.5,0.70868,0.32272,1.00062,0.99106,0.98371,0.9943,0.83422,0.68176,0.28843,1.00638,0.00126921,0.00126921,0.00126921
235,10828.5,0.69653,0.32621,1,0.99122,0.98371,0.99428,0.83523,0.68102,0.28888,1.00606,0.00123596,0.00123596,0.00123596
236,10875.8,0.71967,0.32626,1.02005,0.9912,0.98371,0.99429,0.83467,0.68056,0.28877,1.00554,0.00120313,0.00120313,0.00120313
237,10923.3,0.72105,0.32666,1.0204,0.99207,0.98371,0.99431,0.83488,0.67994,0.28858,1.00529,0.00117072,0.00117072,0.00117072
238,10971.6,0.72781,0.32742,1.01356,0.99203,0.98371,0.99431,0.83483,0.67895,0.28862,1.00467,0.00113873,0.00113873,0.00113873
239,11018.9,0.69331,0.31636,0.9957,0.99206,0.98371,0.99431,0.83585,0.67789,0.28866,1.00409,0.00110718,0.00110718,0.00110718
240,11066.5,0.72158,0.32159,1.00859,0.99233,0.98394,0.9943,0.83695,0.67691,0.28834,1.00344,0.00107605,0.00107605,0.00107605
241,11113.5,0.70756,0.32475,1.00959,0.99233,0.98391,0.99429,0.83745,0.67587,0.28766,1.00295,0.00104537,0.00104537,0.00104537
242,11159.8,0.70189,0.32053,0.99246,0.99022,0.9848,0.9943,0.83746,0.67532,0.28709,1.00259,0.00101512,0.00101512,0.00101512
243,11206.2,0.6777,0.31097,0.98882,0.98916,0.9848,0.99429,0.83776,0.6742,0.28699,1.00196,0.000985311,0.000985311,0.000985311
244,11253.4,0.69561,0.32051,0.99285,0.99018,0.98495,0.99432,0.83794,0.67337,0.287,1.00159,0.000955951,0.000955951,0.000955951
245,11300.2,0.69731,0.3166,0.98308,0.99127,0.98586,0.99428,0.83791,0.67231,0.28669,1.001,0.00092704,0.00092704,0.00092704
246,11347.2,0.69778,0.31593,1.00348,0.99128,0.98712,0.9943,0.83899,0.67161,0.28624,1.00061,0.000898581,0.000898581,0.000898581
247,11394,0.70355,0.31592,0.99868,0.99128,0.98776,0.99431,0.83915,0.67056,0.28622,1.00008,0.000870577,0.000870577,0.000870577
248,11441.2,0.71565,0.31667,1.00535,0.99128,0.9879,0.99432,0.8393,0.67,0.28605,0.99977,0.000843031,0.000843031,0.000843031
249,11488,0.70613,0.31929,1.00623,0.991,0.98806,0.99433,0.84014,0.66931,0.28567,0.99936,0.000815947,0.000815947,0.000815947
250,11534.9,0.6925,0.32101,0.9952,0.99122,0.98806,0.99434,0.83977,0.66887,0.286,0.99909,0.000789327,0.000789327,0.000789327
251,11582.1,0.70243,0.31789,1.01017,0.99069,0.98806,0.99434,0.84034,0.6683,0.28517,0.99875,0.000763174,0.000763174,0.000763174
252,11629.9,0.70516,0.32184,1.00237,0.99069,0.98806,0.99433,0.83973,0.66775,0.28541,0.99843,0.000737492,0.000737492,0.000737492
253,11677.4,0.69834,0.31788,1.00156,0.99101,0.98806,0.99434,0.84019,0.66705,0.28472,0.99801,0.000712282,0.000712282,0.000712282
254,11724.7,0.70548,0.31863,1.01543,0.99107,0.98806,0.99434,0.83995,0.6663,0.28495,0.9976,0.000687548,0.000687548,0.000687548
255,11771.3,0.69508,0.31782,0.99526,0.99115,0.98806,0.99435,0.83956,0.66573,0.28465,0.99743,0.000663292,0.000663292,0.000663292
256,11818.5,0.66761,0.30042,0.98755,0.99108,0.98806,0.99434,0.84019,0.66485,0.28434,0.99698,0.000639518,0.000639518,0.000639518
257,11865.7,0.68169,0.30824,0.98298,0.99116,0.98806,0.99434,0.84027,0.66396,0.28434,0.9967,0.000616227,0.000616227,0.000616227
258,11913.2,0.67624,0.30345,0.98121,0.99107,0.98806,0.99433,0.84079,0.66326,0.2845,0.9962,0.000593422,0.000593422,0.000593422
259,11960.1,0.68659,0.31005,0.99187,0.99094,0.98806,0.99436,0.84166,0.66258,0.28451,0.99574,0.000571106,0.000571106,0.000571106
260,12007.1,0.68369,0.31079,0.98693,0.986,0.994,0.99435,0.84233,0.66221,0.2838,0.99567,0.000549281,0.000549281,0.000549281
261,12054.3,0.66634,0.30362,0.99314,0.986,0.99404,0.99437,0.8424,0.66155,0.28357,0.99521,0.00052795,0.00052795,0.00052795
262,12101.6,0.69453,0.31668,1.01209,0.986,0.99392,0.99436,0.84245,0.66129,0.2834,0.995,0.000507115,0.000507115,0.000507115
263,12148.7,0.67448,0.30889,0.98514,0.986,0.99444,0.99438,0.84245,0.66107,0.28346,0.99477,0.000486777,0.000486777,0.000486777
264,12196.6,0.67291,0.3075,0.98928,0.986,0.99443,0.99437,0.84406,0.66021,0.28275,0.99445,0.000466941,0.000466941,0.000466941
265,12243.1,0.68118,0.31003,0.98973,0.98601,0.99451,0.99438,0.84402,0.65997,0.28276,0.99414,0.000447606,0.000447606,0.000447606
266,12290.1,0.66873,0.30186,0.97981,0.98601,0.99453,0.99437,0.84471,0.65979,0.28279,0.99412,0.000428777,0.000428777,0.000428777
267,12336.3,0.65916,0.30316,0.98113,0.98583,0.99457,0.99438,0.84483,0.65867,0.28267,0.99353,0.000410454,0.000410454,0.000410454
268,12382.8,0.68674,0.3094,0.99508,0.98601,0.99454,0.9944,0.84532,0.65813,0.2819,0.99326,0.00039264,0.00039264,0.00039264
269,12429.8,0.66275,0.30597,0.981,0.98493,0.99457,0.99438,0.84549,0.65753,0.28177,0.99285,0.000375337,0.000375337,0.000375337
270,12476.7,0.66354,0.30879,0.99152,0.98487,0.99457,0.99439,0.84572,0.6565,0.28137,0.99229,0.000358546,0.000358546,0.000358546
271,12523.7,0.66238,0.30964,0.98612,0.98486,0.99457,0.99439,0.84607,0.65588,0.2808,0.99187,0.00034227,0.00034227,0.00034227
272,12570.6,0.64723,0.29804,0.96387,0.98473,0.99457,0.9944,0.84649,0.65484,0.28028,0.9914,0.00032651,0.00032651,0.00032651
273,12617.3,0.67682,0.30656,0.99201,0.98977,0.99023,0.99439,0.84577,0.6546,0.28017,0.99113,0.000311268,0.000311268,0.000311268
274,12663.8,0.6814,0.30477,0.98889,0.98972,0.99023,0.99439,0.84649,0.6541,0.27991,0.99072,0.000296546,0.000296546,0.000296546
275,12711.2,0.66583,0.30205,0.99583,0.98495,0.99484,0.99439,0.84625,0.65376,0.28023,0.99053,0.000282345,0.000282345,0.000282345
276,12758.1,0.6735,0.3029,0.99385,0.98495,0.99494,0.99439,0.84669,0.65309,0.27988,0.99019,0.000268667,0.000268667,0.000268667
277,12805.7,0.65746,0.30639,0.98159,0.98495,0.99493,0.9944,0.84714,0.65243,0.27958,0.98992,0.000255513,0.000255513,0.000255513
278,12852.7,0.66936,0.30542,0.98991,0.98968,0.99023,0.9944,0.84726,0.65221,0.27955,0.98977,0.000242885,0.000242885,0.000242885
279,12900.2,0.66452,0.30279,0.98669,0.98971,0.99023,0.99439,0.84724,0.6518,0.27883,0.98953,0.000230784,0.000230784,0.000230784
280,12947.7,0.63484,0.28874,0.96202,0.98974,0.99023,0.99439,0.84735,0.65138,0.27883,0.98909,0.000219212,0.000219212,0.000219212
281,12994.5,0.69189,0.30574,1.00494,0.98974,0.99023,0.9944,0.8477,0.6506,0.27872,0.98876,0.000208169,0.000208169,0.000208169
282,13041.7,0.67574,0.30343,0.98761,0.9897,0.99023,0.9944,0.84751,0.6503,0.27854,0.98858,0.000197658,0.000197658,0.000197658
283,13088.7,0.66286,0.30874,0.97803,0.9898,0.99023,0.99439,0.84767,0.64997,0.27858,0.98834,0.000187678,0.000187678,0.000187678
284,13135.2,0.69893,0.30954,1.00715,0.98981,0.99023,0.99438,0.84841,0.64922,0.27834,0.98797,0.000178232,0.000178232,0.000178232
285,13182.1,0.68424,0.30963,1.0034,0.98997,0.99023,0.9944,0.84884,0.6486,0.27819,0.98728,0.00016932,0.00016932,0.00016932
286,13228.6,0.66902,0.30657,0.98705,0.9901,0.99023,0.9944,0.84861,0.64825,0.27809,0.98703,0.000160943,0.000160943,0.000160943
287,13275,0.65381,0.30008,0.97301,0.99019,0.99023,0.99439,0.84985,0.64732,0.27753,0.98662,0.000153102,0.000153102,0.000153102
288,13322,0.66661,0.30254,0.99108,0.99023,0.9902,0.9944,0.85014,0.64716,0.27759,0.98645,0.000145798,0.000145798,0.000145798
289,13368.1,0.68481,0.30643,0.99946,0.99023,0.99007,0.99442,0.85051,0.64644,0.27697,0.986,0.000139032,0.000139032,0.000139032
290,13413.8,0.6772,0.30885,0.99908,0.99023,0.99002,0.99441,0.8513,0.64623,0.27742,0.98597,0.000132805,0.000132805,0.000132805
291,13463.2,0.61612,0.28088,1.00606,0.99022,0.98986,0.99443,0.85146,0.64572,0.27729,0.98557,0.000127117,0.000127117,0.000127117
292,13510.7,0.6,0.27388,1.01261,0.99022,0.98944,0.99442,0.8524,0.64531,0.27715,0.98545,0.000121968,0.000121968,0.000121968
293,13557.4,0.60384,0.27029,1.00969,0.99022,0.98939,0.99441,0.85229,0.64502,0.27686,0.98517,0.00011736,0.00011736,0.00011736
294,13605.1,0.62554,0.2804,1.02689,0.99022,0.98914,0.99444,0.8523,0.64477,0.27698,0.9849,0.000113293,0.000113293,0.000113293
295,13652.5,0.59896,0.26827,1.01212,0.99022,0.98914,0.99444,0.85219,0.64464,0.27682,0.9847,0.000109768,0.000109768,0.000109768
296,13699.8,0.61409,0.27863,1.00456,0.99022,0.98909,0.99442,0.85193,0.64396,0.27627,0.98421,0.000106784,0.000106784,0.000106784
297,13747.2,0.61054,0.26982,1.01379,0.99022,0.98906,0.99444,0.85216,0.644,0.27617,0.98425,0.000104342,0.000104342,0.000104342
298,13793.8,0.60686,0.27082,0.99136,0.99022,0.9891,0.99441,0.85244,0.64316,0.27631,0.98344,0.000102443,0.000102443,0.000102443
299,13840.6,0.60656,0.27086,1.01705,0.99022,0.98907,0.99441,0.85318,0.64274,0.2764,0.98316,0.000101086,0.000101086,0.000101086
300,13888.1,0.60921,0.27586,1.01419,0.99022,0.98907,0.99442,0.8531,0.64215,0.27561,0.98283,0.000100271,0.000100271,0.000100271
